,age,comment,commodities,commodities_string,geometry,id,latitude,longitude,name
1699,,Occurrence Group Extracted From Minloc Occurrences,"['Ta', 'Sn']",Ta;Sn,POINT (119.4213816 -21.49940483),335689,-21.49940483,119.42138159999999,Shaw River Mining Centre
1700,,nan,"['Cu', 'Sn']",Cu;Sn,POINT (145.4653976 -41.82633731),335690,-41.82633731,145.4653976,Godkin
1701,,nan,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (145.5314042 -41.6760096),335691,-41.6760096,145.5314042,Browns Tunnel
1702,,nan,['Au'],Au,POINT (143.6734 -37.1148),335697,-37.1148,143.6734,Pearl-Croydon
1703,Archean,nan,['Au'],Au,POINT (121.035 -30.6369),335698,-30.6369,121.035,Castle Hill
1704,,nan,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (145.7074273 -32.64139747),335700,-32.64139747,145.7074273,Wagga Tank
1705,,nan,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (141.7499891 -32.90700466),335701,-32.90700466,141.7499891,Coombah 1
1706,,nan,"['W', 'Sn']",W;Sn,POINT (145.2001846 -17.44728255),335704,-17.44728255,145.2001846,Great Southern
1707,,nan,['Sn'],Sn,POINT (144.0336135 -17.51771361),335705,-17.51771361,144.0336135,Kangaroo Creek
1708,Archean,nan,['Au'],Au,POINT (119.2314 -28.0711),335707,-28.0711,119.2314,Bulchina
1709,,":>Waname=Mt Martin Underground, Ni From Id_Minloc 101147",['Ni'],Ni,POINT (121.6800382 -31.0089344),335708,-31.008934399999998,121.6800382,Mount Martin
1710,,nan,['Sn'],Sn,POINT (145.2948829 -17.54258053),335710,-17.54258053,145.2948829,Gift
1711,,nan,['Zr'],Zr,POINT (148.2901314 -41.74512846),335711,-41.74512846,148.2901314,Seymour
1712,,Located 85 kms SE of Leonora and 45 kms S of Mirara Resources'  Murrin Murrin Project.,"['Ni', 'Co']",Ni;Co,POINT (122.198847 -29.0343705),335712,-29.0343705,122.198847,Eucalyptus Bore (GME / Western Metals)
1713,,nan,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (120.2346709 -21.35428459),335713,-21.35428459,120.2346709,Lennons Find
1714,,nan,"['Au', 'Bi']",Au;Bi,POINT (145.913226 -32.85179484),335714,-32.85179484,145.913226,Mount Solitary
1715,,"Twin Hills Area Containing Silver Spur Mine, Mt Gunyan Prospect And Twin Hills. Silver Spur Resources Can Be Found Under Silver Spur Deposit.","['Ag', 'Au', 'Zn', 'Pb']",Ag;Au;Zn;Pb,POINT (151.2635 -28.8474),335715,-28.8474,151.2635,Twin Hills (Texas Silver)
1716,Archean,nan,['Au'],Au,POINT (120.5547 -30.1645),335716,-30.1645,120.5547,Tuatara
1717,Archean,"The group of deposits includes Dolly Pot, Dugite, Python, and Goldstream",['Au'],Au,POINT (119.2581 -30.1959),335717,-30.1959,119.2581,Marda Central Group
1718,,Part of the Sandalwood project of Cable Sands,"['Ti', 'Zr']",Ti;Zr,POINT (115.869064 -33.175171),335719,-33.175171,115.869064,Sandalwood-Benger North
1719,Archaean,nan,['Au'],Au,POINT (121.6800444 -31.21663711),335722,-31.21663711,121.68004440000001,Red Hill & Hunt
1720,,Located On Township,['Fe'],Fe,POINT (151.6310288 -25.16527198),335724,-25.16527198,151.63102880000002,Mount Perry (Fe)
1721,,nan,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (114.126953 -26.70377),335725,-26.703770000000002,114.126953,Coburn
1722,Archean,Any resources for this deposit in 2012 were reported by Focus Minerals Limited under the Central Laverton Project.,['Au'],Au,POINT (122.3926 -28.6437),335726,-28.6437,122.3926,Mary Mac
1723,Archean,Any resources for this deposit in 2012 were reported by Focus Minerals Limited under the Central Laverton Project.,['Au'],Au,POINT (122.3914 -28.6499),335727,-28.6499,122.3914,Mary Mac South
1724,,nan,['Au'],Au,POINT (127.931808 -17.834122),335729,-17.834122,127.931808,Grants Creek
1725,,Global resource is the aggregate of past production.  No current resources.,['Au'],Au,POINT (144.12934 -37.3362),335730,-37.3362,144.12933999999998,Ajax Central
1726,,Global resource is aggregate of past production. No current resources.,['Au'],Au,POINT (147.47341 -36.85945),335731,-36.85945,147.47341,Maude and Yellow Girl
1727,,Located in Chichester Ranges,['Fe'],Fe,POINT (120.407288 -22.640446),335732,-22.640446,120.407288,Chichester Hub - Others Group - FMG
1728,,nan,['Fe'],Fe,POINT (119.396385 -22.302778),335733,-22.302778,119.39638500000001,chichester Hub - Cloudbreak_Christmas Creek (FMG)
1729,Archean,nan,['Au'],Au,POINT (119.2587 -30.1976),335734,-30.1976,119.2587,Dolly Pot
1730,Ordovician,nan,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (144.713 -18.7718),335735,-18.7718,144.713,Balcooma
1731,Archaean,Resources are reported in agglomerated figures under the Nannine Project by Reed Resources.,['Au'],Au,POINT (118.3439 -26.8857),335736,-26.8857,118.3439,Caledonian
1732,Carboniferous,Closed June 2008,['Sn'],Sn,POINT (145.2546 -15.766),335737,-15.765999999999998,145.2546,Collingwood
1733,Archaean,nan,['Fe'],Fe,POINT (120.2762923 -23.48311732),335738,-23.48311732,120.2762923,Coobina
1734,Archaean,nan,"['Ag', 'Au']",Ag;Au,POINT (119.1258688 -30.97400887),335739,-30.97400887,119.1258688,Copperhead
1735,Ordovician,"within alluvial deposits in laterite profile and Tertiary leads
Location fixed from Fifield open cut from Google Earth imagery and 1:250000 topo map","['REE', 'Cu', 'Co', 'Ni', 'Au', 'PGE']",REE;Cu;Co;Ni;Au;PGE,POINT (147.451648 -32.795454),335740,-32.795454,147.451648,Fifield
1736,Quaternary,nan,"['REE', 'Ti', 'Zr']",REE;Ti;Zr,POINT (153.5999757 -28.24680351),335742,-28.24680351,153.5999757,Kingscliff
1737,Palaeozoic,nan,['Au'],Au,POINT (149.6776101 -33.09491723),335744,-33.09491723,149.6776101,Sofala-Wattle Flat
1738,Proterozoic,nan,['Au'],Au,POINT (131.550518 -13.40446471),335745,-13.40446471,131.55051799999998,Woolwonga
1739,Palaeoproterozoic,1830 Ma,['Au'],Au,POINT (134.233 -19.6971),335747,-19.6971,134.233,Eldorado
1740,Archean,nan,['Au'],Au,POINT (119.782 -32.0999),335748,-32.0999,119.78200000000001,Bounty Group - Forrestania
1741,Archaean,nan,"['Ni', 'Co']",Ni;Co,POINT (120.3790306 -26.92037508),335749,-26.92037508,120.3790306,Honeymoon Well (Norilsk)
1742,Archaean,nan,['Au'],Au,POINT (121.8956 -30.9684),335750,-30.9684,121.8956,Mount Monger
1743,Devonian,nan,"['Ag', 'Zn', 'Pb']",Ag;Zn;Pb,POINT (145.4451757 -41.44013223),335751,-41.44013223,145.4451757,Magnet
1744,Devonian,nan,"['Au', 'W', 'Zn', 'Sn']",Au;W;Zn;Sn,POINT (146.0867 -41.4896),335752,-41.4896,146.0867,Moina
1745,Triassic,235 Ma,['Cu'],Cu,POINT (150.8774297 -24.66369001),335753,-24.66369001,150.87742969999996,Kiwi Carpet
1746,Late Ordovician,nan,['Au'],Au,POINT (143.7830001 -37.29701001),335755,-37.29701001,143.78300009999998,Clunes Goldfield
1747,Early Devonian,ref *11699,['Au'],Au,POINT (143.8169898 -19.17198141),335757,-19.17198141,143.81698980000002,Mount Hogan
1748,Jurassic,181+-9 Ma,['Au'],Au,POINT (153.006473 -30.55871016),335758,-30.55871016,153.006473,Valla
1749,Silurian,nan,['Cu'],Cu,POINT (148.2155097 -35.42545439),335759,-35.42545439,148.21550969999998,Basin Creek
1750,Ordovician,447+-5 Ma; ref *15713,"['Au', 'Cu']",Au;Cu,POINT (148.8687 -33.0529),335760,-33.0529,148.8687,Copper Hill
1751,Tertiary,nan,['U'],U,POINT (121.0989149 -27.13527542),335763,-27.13527542,121.0989149,Lake Maitland
1752,Quaternary,nan,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (151.9499792 -24.27683704),335766,-24.27683704,151.9499792,Rocky Point
1753,Proterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (140.0871811 -19.83755669),335768,-19.83755669,140.0871811,Dinkum Digger
1754,Proterozoic,nan,['Cu'],Cu,POINT (139.911197 -20.74056171),335769,-20.74056171,139.911197,Kings Cross
1755,Proterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (139.8101975 -21.16756054),335770,-21.16756054,139.81019750000002,Mount Hope Group
1756,Proterozoic,nan,['Cu'],Cu,POINT (140.712177 -21.20954719),335771,-21.20954719,140.712177,Mount Kalkadoon
1757,Proterozoic,nan,['Cu'],Cu,POINT (140.5461814 -21.26054923),335772,-21.26054923,140.5461814,Straight Eight
1758,Proterozoic,nan,"['Cu', 'Co']",Cu;Co,POINT (140.5143413 -20.68829966),335777,-20.68829966,140.5143413,Jasper Block
1759,Carboniferous,Age ref *11619,"['W', 'Sn']",W;Sn,POINT (144.8708897 -17.40209058),335779,-17.40209058,144.8708897,Tommy Burns
1760,Archaean,2660-2620Ma,['Au'],Au,POINT (121.5472447 -31.19584044),335780,-31.19584044,121.5472447,Cave Rocks
1761,Archaean,nan,['Au'],Au,POINT (121.7756464 -31.31673686),335781,-31.31673686,121.77564640000001,Revenge
1762,Palaeozoic,nan,"['Ag', 'Zn', 'Pb']",Ag;Zn;Pb,POINT (139.0051187 -34.88383145),335783,-34.88383145,139.0051187,Mount Torrens
1763,,Location From Western Australian Department Of Minerals And Enegy'S Minedex Database;,['Au'],Au,POINT (121.655885 -31.11891458),335789,-31.11891458,121.65588500000001,Reeves Find
1764,,nan,['Au'],Au,POINT (149.1002 -33.6815),335790,-33.6815,149.1002,Discovery Ridge
1765,,nan,['Au'],Au,POINT (144.3541928 -16.21960775),335795,-16.21960775,144.35419280000002,Reedy 8A
1766,,nan,['Sn'],Sn,POINT (145.7685851 -18.63323529),335796,-18.63323529,145.7685851,Garrawalt Creek
1767,,Centroid Of Plan View Of Orebody Established By Mine Survey And Relational Gps; Accuracy Within 10 Metres;,['Au'],Au,POINT (131.3409564 -13.34826286),335799,-13.34826286,131.3409564,Rhodes
1768,,Located In The Mount Compass - Yankalilla Inlier,['Fe'],Fe,POINT (138.6180307 -35.36231306),335805,-35.36231306,138.6180307,Mount Jagged
1769,,Audax Millrose Project.,['Au'],Au,POINT (120.9487971 -26.35979269),335806,-26.35979269,120.9487971,Old Camp
1770,Archean,The deposit is part of Westgold Resources Day Dawn Project.,['Au'],Au,POINT (117.8632 -27.4435),335809,-27.4435,117.8632,Rubicon - Day Dawn
1771,,nan,['Au'],Au,POINT (143.3180011 -36.71218464),335810,-36.71218464,143.3180011,Gower East
1772,,Part of Northcote project,['Au'],Au,POINT (145.190483 -16.993811),335812,-16.993810999999997,145.190483,Emily South
1773,,Location from NSW GS Minview web map,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (142.32 -33.35),335813,-33.35,142.32,Somme
1774,,This deposit represnts a number of small mining pits,"['REE', 'Ti', 'Th']",REE;Ti;Th,POINT (114.281448 -28.178205),335815,-28.178205,114.281448,Port Gregory
1775,Palaeozoic,nan,"['Ag', 'Pb']",Ag;Pb,POINT (138.1537251 -35.62010863),335818,-35.62010863,138.1537251,Talisker
1776,Proterozoic,nan,['Cu'],Cu,POINT (139.3961815 -19.46758514),335820,-19.46758514,139.39618149999998,Ivena
1777,unknown,nan,['Au'],Au,POINT (127.8243054 -18.34560651),335821,-18.34560651,127.8243054,Palm Springs
1778,Paleoproterozoic,nan,['Au'],Au,POINT (129.9249 -20.5266),335822,-20.5266,129.9249,Callie
1779,,"Deposit 10km E Of Mulga Downs Station. Co-Ords Rounded To 5""","['Fe', 'Mn']",Fe;Mn,POINT (118.5722125 -22.10575404),335823,-22.10575404,118.5722125,Mulga Downs
1780,Late Ordovician,About 440 Ma; ref *15713,['Au'],Au,POINT (148.9800049 -33.61687742),335824,-33.61687742,148.9800049,Sheahan-Grants
1781,Ordovician,"461.5+-4.7 Ma, max; 413+-4 Ma, min; ref *15713","['Ag', 'Au', 'Cu']",Ag;Au;Cu,POINT (147.4574 -34.3232),335825,-34.3232,147.4574,Temora Project
1782,,"Occurs within the Mount Edwards Group. In 2004 Titan Ann Rept referred to as Cooke (166N)
",['Ni'],Ni,POINT (121.5458016 -31.44877257),335826,-31.44877257,121.54580159999998,Mount Edwards 166N
1783,,nan,"['REE', 'Ti', 'Th', 'Zr']",REE;Ti;Th;Zr,POINT (142.67565 -33.711064),335827,-33.711064,142.67565,Blind Pew
1784,,Global resource is aggregate of past production.,['Au'],Au,POINT (143.70031 -37.77741),335828,-37.777409999999996,143.70031,Williams Fancy
1785,,nan,['Au'],Au,POINT (121.793114 -32.370102),335829,-32.370102,121.79311399999999,Maybell
1786,Archean,nan,['Au'],Au,POINT (119.2806 -30.2079),335831,-30.2079,119.2806,Goldstream
1787,,nan,['Au'],Au,POINT (121.025848 -29.703949),335832,-29.703948999999998,121.025848,Lady Shenton
1788,,nan,['Au'],Au,POINT (118.164612 -20.899372),335833,-20.899372,118.164612,Camel 1
1789,,nan,['Au'],Au,POINT (118.29248 -20.900166),335834,-20.900166,118.29248,Calvert
1790,Ordovician,nan,"['Au', 'Cu', 'Mo']",Au;Cu;Mo,POINT (148.9957 -33.4574),335835,-33.4574,148.9957,Cadia Hill
1791,Proterozoic,nan,"['U', 'Cu']",U;Cu,POINT (130.9636457 -12.97696963),335836,-12.97696963,130.9636457,Mount Burton
1792,Proterozoic,1550 - 1650 Ma ?,['U'],U,POINT (132.8540274 -12.51216844),335837,-12.51216844,132.8540274,Ranger 68
1793,Archaean,2950 Ma,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (116.9451086 -28.74138771),335838,-28.74138771,116.94510859999998,Scuddles
1794,Late Carboniferous,nan,"['Ag', 'Cu', 'Pb']",Ag;Cu;Pb,POINT (144.4774004 -17.13559412),335839,-17.13559412,144.4774004,Shannon-Zillmanton
1795,Neoproterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (122.2109 -21.7224),335840,-21.7224,122.2109,Telfer
1796,Silurian,nan,"['Ag', 'Zn', 'Cu', 'Pb', 'Au']",Ag;Zn;Cu;Pb;Au,POINT (149.5716812 -35.06131708),335841,-35.06131708,149.5716812,Woodlawn
1797,Tertiary,nan,['Fe'],Fe,POINT (116.2422014 -21.74748411),335842,-21.74748411,116.2422014,Robe River
1798,Cainozoic,nan,['V'],V,POINT (126.0970883 -13.95523004),335843,-13.95523004,126.0970883,Cape Bougainville Group
1799,Palaeoproterozoic,"1856 ± 2 Ma - Mottled anorthosite from upper fractionated part of gabbroic zone. See Page and Hoatson (2000) - AGSO Bulletin 246, p. 163-172; and reference #5491.
","['Ni', 'Au', 'Cu', 'PGE']",Ni;Au;Cu;PGE,POINT (127.8328641 -17.75013306),335844,-17.75013306,127.83286409999998,Panton
1800,Quaternary,nan,"['Ti', 'Zr']",Ti;Zr,POINT (115.5764174 -33.51984831),335845,-33.51984831,115.57641740000001,Capel
1801,Triassic,235 Ma,['Cu'],Cu,POINT (151.8299834 -25.61683605),335846,-25.61683605,151.8299834,Coalstoun
1802,Cainozoic,nan,['V'],V,POINT (125.7984867 -14.77363842),335851,-14.77363842,125.79848670000001,Mitchell Plateau
1803,Precambrian,Proterozoic enrichment by weathering of Archaean banded iron formation?,['Fe'],Fe,POINT (116.2025718 -29.18208178),335852,-29.18208178,116.20257179999999,Koolanooka
1804,unknown,nan,['U'],U,POINT (138.0960259 -17.51506468),335853,-17.51506468,138.0960259,Redtree
1805,Proterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (140.2721853 -21.07755451),335854,-21.07755451,140.27218530000002,Just In Time
1806,Proterozoic,nan,['Cu'],Cu,POINT (139.9731941 -20.5995616),335855,-20.5995616,139.9731941,Little Beauty
1807,Proterozoic,nan,['Cu'],Cu,POINT (140.5011891 -21.65954874),335856,-21.65954874,140.50118909999998,Marilyn
1808,Proterozoic,nan,['Cu'],Cu,POINT (140.5741846 -20.94055174),335857,-20.94055174,140.5741846,Robur
1809,Proterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (139.9741964 -20.76056024),335858,-20.76056024,139.9741964,Sunset
1810,Proterozoic,nan,"['Au', 'Cu']",Au;Cu,POINT (140.4970123 -21.545027),335859,-21.545026999999997,140.49701230000002,Swan
1811,Archaean,nan,['Au'],Au,POINT (120.5906158 -26.36246819),335863,-26.36246819,120.59061580000001,Deakin
1812,,nan,['Fe'],Fe,POINT (133.9178903 -15.16237198),335864,-15.16237198,133.91789029999998,Hodgson Downs- Roper River Iron (Sherwin Iron Ltd)
1813,,nan,['Cu'],Cu,POINT (119.5946974 -24.35825858),335865,-24.35825858,119.59469740000002,Ilgarari
1814,Palaeozoic,"Centroid Of Plan View Of Orebody Established By Exploration Survey; Accuracy 11 To 50 Metres; Deposit to be part of Gossan Hill Gold Limited float 2012, transfered from Bright Star Resources Ltd.",['Au'],Au,POINT (147.9163 -35.1983),335866,-35.1983,147.9163,Mount Adrah
1815,,nan,['Fe'],Fe,POINT (146.1513154 -38.39545341),335867,-38.39545341,146.15131540000002,Mirboo North
1816,,nan,['Au'],Au,POINT (143.8666 -36.5159),335868,-36.5159,143.8666,Scandinavian Gully
1817,Archean,nan,['Au'],Au,POINT (118.4678 -27.042),335869,-27.041999999999998,118.4678,Alliance
1818,,nan,['Au'],Au,POINT (118.8447538 -28.59616749),335870,-28.59616749,118.84475379999999,Plant Zone
1819,,nan,"['Ni', 'Co']",Ni;Co,POINT (120.5892092 -27.44300168),335872,-27.44300168,120.5892092,Goliath North (Yakabindie)
1820,Archean,nan,['Au'],Au,POINT (120.9303 -27.4047),335873,-27.4047,120.9303,Lotus Deeps - Mt McClure
1821,,"Based On 1:100,000 Geological Sheet; Accuracy 101-250 Metres; Centroid Of Plan View Of Orebody; Location Is That For Amphitheatre Orebody.",['Au'],Au,POINT (143.4216098 -37.18913557),335875,-37.18913557,143.42160980000003,Avoca
1822,,Approximate Middle Of Open Pit Established By Mine Survey; Accuracy 11 To 50 Metres; The Location Used Is That Provided For The Dogbolter Main Deposit.,['Au'],Au,POINT (129.6665676 -20.05411121),335877,-20.05411121,129.6665676,Dogbolter Area
1823,,Could Be Mulgul Homestead (24.83os And 118.47oe)- Gazetter Of Australia.,['Mn'],Mn,POINT (118.363808 -24.654078),335878,-24.654078,118.363808,Mulgul Station
1824,,nan,['Au'],Au,POINT (146.5535685 -19.89463465),335879,-19.89463465,146.5535685,Christian Kruck
1825,,nan,['Sn'],Sn,POINT (151.2010878 -29.97826175),335880,-29.97826175,151.2010878,Tingha (Hannams)
1826,,nan,['Fe'],Fe,POINT (117.3376359 -25.79864161),335881,-25.79864161,117.33763590000002,Mount Gould
1827,Archean,nan,['Au'],Au,POINT (121.367 -29.2001),335884,-29.2001,121.367,Admiral
1828,Archean,nan,['Au'],Au,POINT (119.4464 -25.3067),335885,-25.3067,119.4464,Plutonic East
1829,,30 Km Ne Leonora,['Au'],Au,POINT (121.6014309 -28.79606805),335887,-28.79606805,121.60143090000001,Cardinia (Mount Edon)
1830,,nan,['Au'],Au,POINT (145.9114279 -32.91579497),335889,-32.91579497,145.9114279,Mount Solar
1831,,nan,['Sn'],Sn,POINT (144.8340771 -16.14550272),335890,-16.14550272,144.8340771,Prospect Creek
1832,,Location From Western Australian Government Minedex Database,['Au'],Au,POINT (121.0063838 -28.18937481),335891,-28.18937481,121.0063838,Thunderbox
1833,,Mungari East Project.,['Au'],Au,POINT (121.2677395 -30.75620794),335893,-30.75620794,121.2677395,Frog's Leg
1834,Archean,Part Of Parker Range Project,['Au'],Au,POINT (119.5756 -31.6621),335896,-31.6621,119.5756,Spring Hill - Parker Range
1835,,B4upd<10km(7.1):-Deposit Located 240 Km West Of Maryborough; Dawsonvale Area Also Referred To As The Cockatoo Creek Area;,['Fe'],Fe,POINT (150.1815538 -25.57999411),335897,-25.57999411,150.18155380000002,Dawsonvale
1836,Tertiary,100km NW of Newman.,['Fe'],Fe,POINT (119.1033286 -22.73483918),335898,-22.73483918,119.10332859999998,BHP Yandi
1837,,Located Within The North Widgiemooltha Block Some 25 Southwest Of Kambalda,['Ni'],Ni,POINT (121.5288253 -31.42424556),335899,-31.42424556,121.52882530000001,Armstrong (formerly called Moore)
1838,Proterozoic,nan,['Au'],Au,POINT (128.8627 -19.5894),335902,-19.5894,128.8627,Kookaburra
1839,Archean,nan,['Au'],Au,POINT (119.5442 -27.3882),335904,-27.3882,119.5442,Whistler
1840,,Part of Northcote project,['Au'],Au,POINT (145.196383 -17.012911),335905,-17.012911,145.196383,Black Bess
1841,,nan,['Ni'],Ni,POINT (121.680191 -31.181274),335907,-31.181274,121.680191,Gibb
1842,,70 kms NE of Halls Creek,"['Ni', 'Cu', 'Co']",Ni;Cu;Co,POINT (127.991043 -17.658754),335908,-17.658754000000002,127.99104299999999,Copernicus
1843,,Mined and rehabilitated by Cable Sands,"['Ti', 'Zr']",Ti;Zr,POINT (115.415604 -33.619598),335909,-33.619597999999996,115.415604,Wonnerup
1844,,nan,['Au'],Au,POINT (119.667557 -31.832611),335910,-31.832611,119.667557,Cheritons
1845,Archean,nan,['Au'],Au,POINT (120.6617 -30.0293),335912,-30.0293,120.6617,Lights of Israel
1846,Paleoproterozoic,nan,['Au'],Au,POINT (131.5437 -13.5142),335913,-13.5142,131.5437,Princess Louise
1847,Archaean,Now part of Forrestania Nickel project (Deposit no 2273 ) owned by Western Areas NL,['Ni'],Ni,POINT (119.6889871 -32.41846168),335914,-32.41846168,119.6889871,Flying Fox
1848,Archean,Part of the Kundip sub-project,"['Ag', 'Au', 'Cu']",Ag;Au;Cu,POINT (120.2016 -33.6729),335916,-33.6729,120.2016,Kundip Project
1849,Archean,Part of Kundip Sub-Project,['Au'],Au,POINT (120.2035 -33.6841),335917,-33.6841,120.2035,Try Again - Kundip
1850,Archean,Resource figures for 2012 from Lord Byron and Fish deposits were agglomerated by Focus Minerals under the Jasper Hills Project.,['Au'],Au,POINT (123.0439 -29.1312),335918,-29.1312,123.0439,Lord Byron
1851,Archean,Any resources for this deposit in 2012 were reported by Focus Minerals Limited under the Barnicoat Project.,['Au'],Au,POINT (122.4953 -28.55533),335919,-28.555329999999998,122.4953,Black Label
1852,,nan,['Fe'],Fe,POINT (115.509 -28.154),335920,-28.154,115.509,Nunierra Range
1853,,nan,['Au'],Au,POINT (146.9894 -41.0996),335921,-41.0996,146.9894,Lefroy
1854,,nan,['Au'],Au,POINT (122.479965 -28.564423),335922,-28.564422999999998,122.47996499999999,Pieces of Eight
1855,,nan,['Au'],Au,POINT (116.412796 -28.813995),335923,-28.813995000000002,116.412796,Brandy Hill
1856,Archean,nan,['Au'],Au,POINT (122.1989 -31.0809),335924,-31.0809,122.1989,Maxwells
1857,Archean,nan,['Au'],Au,POINT (122.1882 -31.0668),335925,-31.0668,122.1882,Rumbles
1858,,nan,['Au'],Au,POINT (118.196304 -20.898075),335926,-20.898075,118.196304,Withnell
1859,Triassic,nan,['Zn'],Zn,POINT (151.8299835 -25.62683602),335927,-25.62683602,151.8299835,Ban Ban
1860,unknown,nan,['Au'],Au,POINT (153.0394646 -30.20641031),335928,-30.20641031,153.0394646,Coramba-Orara
1861,Silurian,nan,['Au'],Au,POINT (149.2991 -36.0154),335929,-36.0154,149.2991,Cowarra
1862,Neoproterozoic,905+-2 Ma,"['U', 'REE', 'Th']",U;REE;Th,POINT (127.1760141 -19.28582102),335930,-19.28582102,127.17601409999999,Cummins Range
